ScripCode,ScripId,BSE Exclusive,Status,GroupName,GSM,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Unsolicited_SMS,Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Filler4,Filler5,Pledge,Add-on_PB,Total Pledge,Social Media Platforms,ESM,Loss making,The Overall encumbered share in the scrip is more than 50 Percent.,Under Z Group,Company has failed to pay Annual listing fee,Filler12,Derivative contracts in the scrip to be moved out of F and O,Filler13,Filler14,Filler15,Filler16
505029,ATLASCYCLE,N,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,100,,100,,,,
505010,AUTOAXLES,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504998,WMINIMT,Y,A,P,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
504988,ZWELCAST,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504973,CHOLAHLDNG,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504966,TINPLATE,N,S,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504961,TATAYODOGA,Y,A,XT,0,100,100,0,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504960,STEWARTQ,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504959,STOVACQ,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504918,SANDUMA,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504908,DUNCANENG,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504903,RATHIST,Y,A,XT,100,100,100,100,100,100,100,,,100,1,100,100,2,100,0,100,100,,100,,,,
504882,NATIONSTD,Y,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504879,ORIENTCER,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504864,ORISSASP,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
504840,KAIRA,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504810,INFORTEC,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504786,INVPRECQ,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504746,INLCM,Y,S,XT,4,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504741,INDIANHUME,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504731,IBRIGST,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,2,0,100,100,100,,100,,,,
504701,GONTER,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
504697,GALADA,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504671,CHASBRT,Y,S,Y,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
504648,BOMBWIR,Y,A,XT,100,100,100,100,100,100,100,,,100,1,100,100,2,0,100,100,100,,100,,,,
504646,BGWTATO,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504643,BWLLTD,Y,A,Y,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504614,SARDAEN,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504605,UNIABEXAL,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504398,SJCORP,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504397,GANHOLD,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504392,KRISHNA,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504380,FLOMIC,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504378,NYSSACORP,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504375,SOFTBPO,Y,A,P,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
504370,ZARDIINV,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
504369,GRANDMA,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
504365,RIDHISYN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504356,ZMULTIPU,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504351,EMPOWER,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
504346,GDTRAGN,Y,A,P,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
504341,RELTD,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504340,CONFINT,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504286,DELTAMAGNT,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504273,MODULEX,Y,A,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
504258,LAKSELEC,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504256,DELTRON,Y,S,P,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504240,DLTNCBL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
504227,WILLARD,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
504220,WSI,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504212,UNIVCABLES,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504180,STDBAT,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,0,0,100,100,,100,,,,
504176,HIGHENE,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504132,PERMAGN,Y,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504112,NELCO,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504093,PANAENERG,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504092,INDOKEM,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504084,KAYCEEI,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504080,JSLINDL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
504076,JYOTI,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,0,100,100,,100,,,,
504067,ZENSARTECH,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504058,NIPPOBATRY,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504036,HIRECT,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
504028,GEE,Y,A,Z,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,0,100,,100,,,,
504000,ELPROINTL,Y,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503960,BBL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503893,ZSATYASL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503863,SHRMFGC,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
503837,SHRAJSYNQ,Y,S,XT,4,100,100,0,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
503823,BIRLATR,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
503816,SWADPOL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
503811,SIYSIL,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503806,SRF,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503804,SHRIDINE,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503776,MODIPON,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
503772,MODWOOL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503722,BANSWRAS,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503696,SHRENTI,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503691,SAHARA,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,100,,100,,,,
503689,HEALINV,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503685,MEDIAONE,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503681,ELCIDIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503675,WAGEND,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503671,UNIJOLL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503669,KKFIN,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503663,TILAK,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503659,SW1,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503657,VEERENRGY,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503641,ZODIACVEN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503639,INDSOYA,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503637,DHANLEELA,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
503635,SALSAIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503626,KSHITIJ,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503624,ZSVARAJT,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
503622,ZSVTRADI,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503349,VICTMILL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503310,SWANENERGY,N,A,A,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503297,SUPERSYN,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
503229,SIMPLXREA,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503205,SHREERAM,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503169,RUBYMILLS,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503162,RELCHEMQ,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
503127,RAJABAH,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
503101,MARATHON,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503100,PHOENIXLTD,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503092,PASUSPG,Y,A,X,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
503031,PENINLAND,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502986,VTL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502958,LAKSHMIMIL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502937,KESORAMIND,N,A,A,100,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
502933,KATRSPG,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502901,JAMSHRI,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
502893,UNITEDINT,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502873,HPCOTTON,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
502865,FORBESCO,Y,A,X,100,100,100,100,100,100,100,,,1,100,100,100,100,100,0,100,100,,100,,,,
502850,ZGAEKWAR,Y,A,X,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502820,DCM,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502761,BLUBLND-B,N,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
502589,VAPIENTER,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502587,NATHIND,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502512,DHAMSUGR,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
502473,RELSIND,Y,S,ZY,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502450,SESHAPAPER,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502448,ROLLT,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
502445,CITADEL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502420,ORIENTPPR,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502405,MYSPAPE,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
502374,ELLOPAP,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502355,BALKRISIND,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502330,ANDHRAPAP,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502294,NILACHAL,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
502281,TRIVENIGQ,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
502271,RASSIREF,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,0,100,0,,100,,,,
502255,NEYCERI,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
502250,LERTHAI,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
502223,XCLGLASS,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
502219,BORORENEW,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502216,BOMBPOT,Y,S,ZP,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,100,,100,,,,
502180,SHREDIGCEM,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502175,SAURASHCEM,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502168,NCLIND,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502157,MANGLMCEM,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502137,DECCANCE,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
502133,HEMACEM,Y,A,XT,100,100,100,100,100,100,100,,,100,1,100,100,1,100,100,100,100,,100,,,,
502125,BAGALKOT,Y,S,Y,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
502090,SAGCEM,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,0,100,100,,100,,,,
502015,ASIIL,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
501945,DHENUBUILD,Y,S,Z,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,0,0,,100,,,,
501887,SCINDIA,Y,S,Y,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501874,MACKINN,Y,S,Y,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
501848,GLOBOFFS,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
501833,CHOWGULSTM,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501831,COASTCORP,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501827,CENTPROV,Y,S,Z,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,0,0,,100,,,,
501700,INDIANVSH,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501630,ANANDPROJ,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501622,AMALGAM,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
501479,SFTL,Y,A,Y,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501477,MULLER,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501455,GREAVESCOT,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501430,BOMBCYC,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501425,BBTC,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501423,SHAILY,N,A,B,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501421,TECHNVISN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
501391,WHBRADY,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501386,ZSWASTSA,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
501370,WALCHPF,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501351,RAPIDIN,Y,A,XT,2,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501343,MOTOGENFIN,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501314,PRISMX,Y,A,X,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501311,JAYBHCR,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
501301,TATAINVEST,N,A,A,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501298,INDPRUD,Y,A,X,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501295,IITL,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
501270,ANTARIKSH,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501261,KRATOSENER,Y,A,XT,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501242,TCIFINANCE,N,S,T,0,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,0,,100,,,,
501156,ESSRINV,Y,S,Y,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,0,,100,,,,
501151,KARTKIN,Y,S,XT,3,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501150,CENTRUM,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
501148,DSINVEST,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,1,100,100,100,100,,100,,,,
501144,PEOPLIN,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,2,100,100,100,100,,100,,,,
501111,ZGOLDINV,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
501110,SUNRINV,Y,A,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500945,VALUEIND,N,S,Z,100,100,100,0,100,100,100,,,100,100,100,100,100,100,100,0,100,,100,,,,
500940,FINPIPE,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500890,MODIRUBBER,N,A,T,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500878,CEATLTD,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500877,APOLLOTYRE,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500875,ITC,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500870,CASTROLIND,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500850,INDHOTEL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500840,EIHOTEL,N,A,A,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500830,COLPAL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500825,BRITANNIA,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500820,ASIANPAINT,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500800,TATACONSUM,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500790,NESTLEIND,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500780,ZUARIIND,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500777,TNPETRO,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500770,TATACHEM,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500730,NOCIL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500720,FUTURAPOLY,Y,S,XT,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500710,AKZOINDIA,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500696,HINDUNILVR,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500690,GSFC,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500680,PFIZER,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500674,SANOFI,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500672,NOVARTIND,Y,A,B,100,100,100,100,1,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500670,GNFC,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500660,GLAXO,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500655,GRWRHITECH,N,A,B,100,1,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500650,EXCELINDUS,N,A,B,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500645,DEEPAKFERT,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500620,GESHIP,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500575,VOLTAS,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500570,TATAMOTORS,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500550,SIEMENS,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500547,BPCL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500540,PREMIER,N,S,T,0,100,100,1,100,100,100,,,100,100,100,100,100,0,100,100,100,,100,,,,
500530,BOSCHLTD,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500520,M&M,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500510,LT,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500500,HINDMOTORS,N,A,B,1,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500495,ESCORTS,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500493,BHARATFORG,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500490,BAJAJHLDNG,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500488,ABBOTINDIA,Y,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500483,TATACOMM,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500480,CUMMINSIND,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500477,ASHOKLEY,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500472,SKFINDIA,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500470,TATASTEEL,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
500469,FEDERALBNK,N,A,A,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,,100,,,,
